"Tray","Range","Plot","Rep","Entry","Spike_image_number","Anther_image_number","Awn_or_awnless","Reps_matching","Variety","Days_to_heading","Date_of_anther_sampling","Number_of_heads_for_yield_comps","Number_of_heads_for_anthers","Number_of_heads_for_spikelets","Weight_g","Number_of_seeds","Spikelets_per_image","Number_of_anthers","Area_of_anthers_per_spike","Number_of_anthers_per_spike","Area_per_anther","Area_per_spike","Thousand_kernel_weight","Kernels_per_spike","Spikelets_per_spike"
3,16,224,1,"HG18098","IMG-0555.JPG",NA,1,1,"FLLA09073C-19",121,NA,10,NA,6,15.6,459,136,NA,NA,NA,NA,1200.911667,33.9869281045752,45.9,22.6666666666667
3,14,216,1,"HG18446","IMG-0556.JPG","DSC-0354.JPG",0,1,"VA09W-67",118,121,9,4,6,21.1,576,109,67,8.09,16.75,0.482985074626866,682.0666667,36.6319444444444,64,18.1666666666667
7,3,489,1,"HG18013","IMG-0559.JPG","DSC-0433.JPG",1,1,"AR01168-3-1",118,121,10,4,6,20.4,536,118,45,5.35,11.25,0.475555555555556,1215.222167,38.0597014925373,53.6,19.6666666666667
6,15,458,1,"HG18043","IMG-0560.JPG","DSC-0828.JPG",0,1,"AR06061-11-1",120,123,10,4,6,25.7,716,122,98,8.78,24.5,0.358367346938775,770.0658333,35.8938547486033,71.6,20.3333333333333
6,18,469,1,"HG18295","IMG-0561.JPG","DSC-0317.JPG",1,1,"NC06-20359",117,121,10,4,6,14.6,332,102,69,7.19,17.25,0.416811594202899,946.6445,43.9759036144578,33.2,17
6,20,477,1,"HG18070","IMG-0562.JPG",NA,0,0,"AR99174-5-1",119,NA,10,NA,6,21.3,530,110,NA,NA,NA,NA,758.1945,40.188679245283,53,18.3333333333333
7,2,487,1,"HG18388","IMG-0563.JPG",NA,1,1,"TX12D4603",116,NA,7,NA,6,7.2,193,97,NA,NA,NA,NA,1349.631833,37.3056994818653,27.5714285714286,16.1666666666667
7,13,529,1,"HG18096","IMG-0564.JPG",NA,1,1,"FL99077D-E29-K4",119,NA,10,NA,6,21.3,658,129,NA,NA,NA,NA,1232.100833,32.370820668693,65.8,21.5
6,19,475,1,"HG18177","IMG-0565.JPG","DSC-0320.JPG",1,1,"GA071171-EL64ES8",117,121,10,4,6,24.8,589,110,88,9.28,22,0.421818181818182,1883.041333,42.1052631578947,58.9,18.3333333333333
7,2,486,1,"HG18106","IMG-0566.JPG","DSC-0437.JPG",1,1,"FLLW08145D-20",118,121,10,4,6,19.3,489,112,79,9.93,19.75,0.502784810126582,1201.446,39.4683026584867,48.9,18.6666666666667
7,6,502,1,"HG18564","IMG-0567.JPG","DSC-0262.JPG",1,1,"LW08195C-47-2",116,119,11,4,6,13.6,395,100,58,6.86,14.5,0.473103448275862,1496.2515,34.4303797468354,35.9090909090909,16.6666666666667
7,10,520,1,"HG18113","IMG-0568.JPG",NA,1,1,"GA001138-8E37",119,NA,10,NA,6,17.5,504,123,NA,NA,NA,NA,1105.826833,34.7222222222222,50.4,20.5
6,17,465,1,"HG18129","IMG-0569.JPG","DSC-0318.JPG",1,1,"GA021282-8A2",118,121,10,4,6,19,462,95,32,2.71,8,0.33875,1281.2945,41.1255411255411,46.2,15.8333333333333
7,4,496,1,"HG18083","IMG-0570.JPG","DSC-0434.JPG",1,1,"ARLA07053C-14-4",117,121,10,4,6,24.6,604,120,49,6.18,12.25,0.504489795918367,1506.417667,40.7284768211921,60.4,20
6,18,470,1,"HG18048","IMG-0571.JPG","DSC-0321.JPG",1,1,"AR07122-16-1",118,121,10,4,6,20.7,524,106,78,10.81,19.5,0.554358974358974,1135.830333,39.5038167938931,52.4,17.6666666666667
6,13,449,1,"HG18371","IMG-0572.JPG","DSC-0829.JPG",0,1,"SCAR99175B1",120,123,10,4,6,18.4,515,107,47,5.21,11.75,0.443404255319149,902.0636667,35.7281553398058,51.5,17.8333333333333
7,5,497,1,"HG18124","IMG-0573.JPG",NA,0,1,"GA011446-9LE35",NA,NA,NA,NA,6,NA,NA,100,NA,NA,NA,NA,679.5223333,NA,NA,16.6666666666667
6,19,473,1,"HG18041","IMG-0574.JPG","DSC-0100.JPG",1,1,"AR06045-16-4",117,119,10,4,6,20.6,521,109,97,8.95,24.25,0.369072164948454,1460.677833,39.5393474088292,52.1,18.1666666666667
6,6,424,1,"HG18091","IMG-0575.JPG","DSC-0764.JPG",1,1,"FL02006C-K4",120,123,10,4,6,13.6,380,112,87,10.04,21.75,0.461609195402299,1115.303667,35.7894736842105,38,18.6666666666667
6,9,434,1,"HG18168","IMG-0576.JPG","DSC-0766.JPG",0,1,"GA061349-LE31",120,123,10,4,6,15.1,339,114,58,8.88,14.5,0.612413793103448,702.0231667,44.5427728613569,33.9,19
7,7,507,1,"HG18271","IMG-0577.JPG",NA,1,1,"LA09050C-P2",118,NA,10,NA,6,15.3,401,107,NA,NA,NA,NA,1288.926,38.1546134663342,40.1,17.8333333333333
6,11,444,1,"HG18352","IMG-0578.JPG","DSC-0756.JPG",0,1,"NC13-20278",122,123,10,4,6,12.3,372,94,39,4.49,9.75,0.460512820512821,719.0043333,33.0645161290323,37.2,15.6666666666667
7,4,495,1,"HG18516","IMG-0579.JPG",NA,1,1,"ARLW08090D-19-1",119,NA,10,NA,6,19.1,474,101,NA,NA,NA,NA,1075.524,40.295358649789,47.4,16.8333333333333
7,1,483,1,"Check","IMG-0580.JPG","DSC-0255.JPG",1,1,"Jamestown",116,119,10,4,6,17.6,482,99,106,13.76,26.5,0.519245283018868,1210.617333,36.5145228215768,48.2,16.5
7,7,505,1,"HG18512","IMG-0581.JPG","DSC-0436.JPG",1,1,"ARLW08005D-11-4",118,121,10,4,6,19.4,545,99,52,6.88,13,0.529230769230769,1121.648667,35.5963302752294,54.5,16.5
6,15,457,1,"HG18148","IMG-0582.JPG",NA,1,1,"GA041272-12E42",118,NA,10,NA,6,25.2,652,109,NA,NA,NA,NA,1052.8995,38.6503067484663,65.2,18.1666666666667
6,15,459,1,"HG18481","IMG-0583.JPG","DSC-0146.JPG",1,1,"GA05450-15E52",118,119,10,4,6,18.3,460,106,95,10.19,23.75,0.429052631578947,982.0445,39.7826086956522,46,17.6666666666667
7,11,524,1,"HG18560","IMG-0584.JPG","DSC-0186.JPG",1,1,"LA11082SB-11",117,119,10,4,6,11.4,300,94,103,12.27,25.75,0.476504854368932,1332.015,38,30,15.6666666666667
7,3,490,1,"HG18309","IMG-0585.JPG","DSC-0257.JPG",0,1,"NC08-23323",117,119,10,4,6,16.6,433,98,72,6.99,18,0.388333333333333,660.5458333,38.337182448037,43.3,16.3333333333333
6,17,467,1,"HG18074","IMG-0586.JPG","DSC-0788.JPG",0,1,"ARGA051160-14LE31",120,123,10,4,6,21.8,607,124,138,19.54,34.5,0.566376811594203,717.8201667,35.9143327841845,60.7,20.6666666666667
6,15,460,1,"HG18470","IMG-0587.JPG","DSC-0148.JPG",1,1,"ARS14W0699",117,119,10,4,7,18.7,481,103,146,17.56,36.5,0.481095890410959,1091.506833,38.8773388773389,48.1,14.7142857142857
6,19,476,1,"HG18231","IMG-0588.JPG","DSC-0441.JPG",1,1,"LA03217E2",116,121,10,4,6,11.6,364,116,25,0.71,6.25,0.1136,1438.465833,31.8681318681319,36.4,19.3333333333333
6,2,406,1,"HG18466","IMG-0589.JPG","DSC-0328.JPG",1,1,"AGS3000",117,121,10,4,6,12,331,114,58,5.95,14.5,0.410344827586207,1079.323,36.2537764350453,33.1,19
7,18,552,1,"HG18384","IMG-0590.JPG","DSC-0813.JPG",0,1,"SCW990013D1",120,123,10,4,6,10.7,329,93,100,11.27,25,0.4508,607.0135,32.5227963525836,32.9,15.5
6,2,405,1,"HG18006","IMG-0591.JPG","DSC-0777.JPG",0,1,"AR00120-11-1",120,123,10,4,6,15,405,97,123,11.84,30.75,0.385040650406504,653.4286667,37.037037037037,40.5,16.1666666666667
6,2,408,1,"HG18444","IMG-0592.JPG","DSC-0165.JPG",0,1,"VA09W-52",117,119,10,4,6,12.9,387,96,129,15.4,32.25,0.477519379844961,590.207,33.3333333333333,38.7,16
7,16,543,1,"HG18391","IMG-0593.JPG","DSC-0453.JPG",0,0,"TX12D4733",118,121,9,4,6,11,301,100,43,4.7,10.75,0.437209302325581,620.4351667,36.5448504983389,33.4444444444444,16.6666666666667
7,20,558,1,"HG18483","IMG-0594.JPG","DSC-0450.JPG",1,1,"GA071171-15E64",117,121,10,4,6,12.4,357,99,53,4.66,13.25,0.351698113207547,1043.796,34.733893557423,35.7,16.5
7,6,501,1,"HG18191","IMG-0595.JPG",NA,1,1,"GA08535-LE29",121,NA,9,NA,6,19.1,490,118,NA,NA,NA,NA,1640.097,38.9795918367347,54.4444444444444,19.6666666666667
6,16,461,1,"HG18263","IMG-0596.JPG","DSC-0789.JPG",1,1,"LA08155C-67",120,123,10,4,6,22.4,560,126,25,3.75,6.25,0.6,1455.852,40,56,21
6,2,407,1,"HG18134","IMG-0597.JPG","DSC-0333.JPG",1,1,"GA02328-8A21",118,121,9,4,6,10.7,271,89,86,7.65,21.5,0.355813953488372,785.195,39.4833948339483,30.1111111111111,14.8333333333333
7,13,532,1,"HG18417","IMG-0598.JPG","DSC-0442.JPG",1,1,"TX14D8142",118,121,9,4,6,16.5,435,116,37,3.49,9.25,0.377297297297297,1172.415667,37.9310344827586,48.3333333333333,19.3333333333333
6,11,442,1,"HG18403","IMG-0599.JPG","DSC-0329.JPG",1,1,"TX13D5129",118,121,10,4,6,11.8,356,85,52,6.51,13,0.500769230769231,752.6233333,33.1460674157303,35.6,14.1666666666667
7,12,526,1,"HG18069","IMG-0600.JPG",NA,1,1,"AR99160-4-1B",120,NA,10,NA,6,10.9,308,115,NA,NA,NA,NA,1117.265833,35.3896103896104,30.8,19.1666666666667
7,9,516,1,"HG18437","IMG-0601.JPG",NA,0,1,"VA08W-632",117,NA,10,NA,6,15.5,477,115,NA,NA,NA,NA,759.9825,32.4947589098532,47.7,19.1666666666667
6,16,463,1,"HG18507","IMG-0602.JPG","DSC-0856.JPG",1,1,"AR08109-17-2",120,123,10,4,6,16.3,427,96,66,7.35,16.5,0.445454545454545,973.526,38.1733021077283,42.7,16
6,20,480,1,"HG18268","IMG-0603.JPG","DSC-0824.JPG",0,1,"LA08265C-50",118,123,10,4,6,18.1,531,117,106,16.04,26.5,0.605283018867924,746.2541667,34.0866290018832,53.1,19.5
6,11,441,1,"HG18179","IMG-0604.JPG",NA,1,1,"GA071630-12LE9",123,NA,12,NA,6,23.7,600,105,NA,NA,NA,NA,1140.558333,39.5,50,17.5
7,11,521,1,"HG18522","IMG-0605.JPG","DSC-0806.JPG",1,1,"FLLA10144C-3",120,123,10,4,6,16.7,470,96,77,7.93,19.25,0.411948051948052,1009.857667,35.531914893617,47,16
6,7,426,1,"HG18353","IMG-0606.JPG",NA,0,1,"NC13-20332",119,NA,10,NA,6,10.9,331,109,NA,NA,NA,NA,687.4773333,32.9305135951662,33.1,18.1666666666667
6,12,447,1,"HG18033","IMG-0607.JPG","DSC-0313.JPG",0,1,"AR05094-4-1",118,121,10,4,6,12.2,372,112,58,6.1,14.5,0.420689655172414,507.2623333,32.7956989247312,37.2,18.6666666666667
7,12,528,1,"HG18223","IMG-0608.JPG",NA,1,1,"LA02024E12",119,NA,10,NA,6,16.3,465,125,NA,NA,NA,NA,1083.190833,35.0537634408602,46.5,20.8333333333333
6,16,462,1,"HG18441","IMG-0610.JPG",NA,0,1,"VA09W-110",119,NA,10,NA,6,20.2,542,111,NA,NA,NA,NA,813.3705,37.2693726937269,54.2,18.5
6,20,479,1,"HG18345","IMG-0611.JPG","DSC-0459.JPG",0,1,"NC12-21164",118,121,10,4,6,19,555,106,69,8.64,17.25,0.500869565217391,738.6293333,34.2342342342342,55.5,17.6666666666667
6,12,448,1,"HG18433","IMG-0612.JPG","DSC-0311.JPG",1,0,"USG3555",118,121,10,4,6,18,528,92,63,8.47,15.75,0.537777777777778,847.4176667,34.0909090909091,52.8,15.3333333333333
6,3,411,1,"HG18493","IMG-0613.JPG","DSC-0152.JPG",0,1,"NC10034-47",117,119,10,4,6,9.6,303,95,119,14.29,29.75,0.480336134453781,511.4985,31.6831683168317,30.3,15.8333333333333
7,5,499,1,"HG18090","IMG-0614.JPG","DSC-0439.JPG",1,1,"FL01108C-K2",117,121,10,4,6,11.8,306,90,17,1.87,4.25,0.44,1044.6935,38.562091503268,30.6,15
7,4,493,1,"HG18247","IMG-0615.JPG","DSC-0438.JPG",1,1,"LA06020E-P16",117,121,11,4,6,24,623,98,24,2.2,6,0.366666666666667,1270.775,38.5232744783307,56.6363636363636,16.3333333333333
7,9,513,1,"HG18274","IMG-0616.JPG","DSC-0444.JPG",1,1,"LA09179C-5",118,121,10,4,6,18.2,441,95,46,5.04,11.5,0.438260869565217,1206.991333,41.2698412698413,44.1,15.8333333333333
7,18,550,1,"HG18380","IMG-0617.JPG",NA,1,1,"SCTX98-27A1",118,NA,10,NA,6,12.6,359,106,NA,NA,NA,NA,1242.010167,35.0974930362117,35.9,17.6666666666667
7,1,482,1,"Check","IMG-0618.JPG","DSC-0473.JPG",0,1,"SS8641",117,121,10,4,6,17.1,502,121,22,2.8,5.5,0.509090909090909,910.5395,34.0637450199203,50.2,20.1666666666667
6,19,474,1,"HG18117","IMG-0619.JPG","DSC-0440.JPG",0,0,"GA00138-7A6",118,121,10,4,6,18.3,519,128,36,2.55,9,0.283333333333333,1081.67,35.2601156069364,51.9,21.3333333333333
6,4,416,1,"HG18381","IMG-0620.JPG","DSC-0778.JPG",0,1,"SCTX98-56G1",120,123,10,4,6,11.4,382,123,95,4.55,23.75,0.191578947368421,637.2233333,29.8429319371728,38.2,20.5
6,17,466,1,"HG18078","IMG-0621.JPG",NA,1,1,"ARGA071614-14E34",118,NA,10,NA,6,18.8,381,89,NA,NA,NA,NA,1373.5855,49.3438320209974,38.1,14.8333333333333
6,3,409,1,"HG18320","IMG-0622.JPG","DSC-0154.JPG",0,1,"NC10034-86",116,119,11,4,6,12.6,394,95,115,10.52,28.75,0.365913043478261,623.8165,31.9796954314721,35.8181818181818,15.8333333333333
7,2,485,1,"HG18138","IMG-0623.JPG","DSC-0800.JPG",0,0,"GA031238-LE33",120,123,11,4,6,10.1,344,104,36,4.62,9,0.513333333333333,743.1685,29.3604651162791,31.2727272727273,17.3333333333333
6,16,464,1,"HG18423","IMG-0624.JPG","DSC-0322.JPG",1,1,"TX14D8331",118,121,10,4,6,26.8,606,127,53,6.49,13.25,0.489811320754717,1515.6315,44.2244224422442,60.6,21.1666666666667
7,17,546,1,"HG18101","IMG-0625.JPG","DSC-0190.JPG",0,1,"FLLA09167C-35",116,119,10,4,6,11.2,297,102,116,13.58,29,0.468275862068966,710.0576667,37.7104377104377,29.7,17
7,14,534,1,"HG18294","IMG-0626.JPG",NA,0,1,"NC06-20288",119,NA,10,NA,6,10.6,348,112,NA,NA,NA,NA,747.7738333,30.4597701149425,34.8,18.6666666666667
7,18,551,1,"HG18344","IMG-0627.JPG","DSC-0447.JPG",0,1,"NC12-20850",118,121,12,4,6,16,516,98,53,5.41,13.25,0.408301886792453,624.4981667,31.0077519379845,43,16.3333333333333
6,4,414,1,"HG18061","IMG-0628.JPG",NA,0,0,"AR99039-2-1",119,NA,10,NA,6,14.3,399,104,NA,NA,NA,NA,670.7476667,35.8395989974937,39.9,17.3333333333333
7,19,555,1,"HG18515","IMG-0629.JPG",NA,1,1,"ARLW08088D-8-2",119,NA,10,NA,6,11.5,306,108,NA,NA,NA,NA,1220.0695,37.5816993464052,30.6,18
7,15,537,1,"HG18058","IMG-0630.JPG","DSC-0449.JPG",0,1,"AR99015-3-3",117,121,10,4,6,8.9,272,114,37,3.18,9.25,0.343783783783784,694.0485,32.7205882352941,27.2,19
7,11,523,1,"HG18079","IMG-0631.JPG",NA,1,1,"ARGE07-1380-4-2-4",119,NA,10,NA,6,15.5,395,125,NA,NA,NA,NA,1228.417,39.2405063291139,39.5,20.8333333333333
7,2,488,1,"HG18487","IMG-0632.JPG","DSC-0412.JPG",1,1,"LA09050C-P4",118,121,10,4,6,16.9,450,117,17,1.97,4.25,0.463529411764706,1447.6775,37.5555555555556,45,19.5
7,1,481,1,"Check","IMG-0633.JPG",NA,1,1,"AGS2055",119,NA,10,NA,6,21.8,580,114,NA,NA,NA,NA,1466.099167,37.5862068965517,58,19
7,13,530,1,"HG18133","IMG-0634.JPG",NA,1,0,"GA02264-8LE17",119,NA,10,NA,6,15,430,114,NA,NA,NA,NA,871.6418333,34.8837209302326,43,19
7,12,527,1,"HG18316","IMG-0635.JPG","DSC-0445.JPG",0,1,"NC09-22368",118,121,10,4,6,12.6,397,116,45,4.43,11.25,0.393777777777778,691.1606667,31.7380352644836,39.7,19.3333333333333
6,8,431,1,"HG18147","IMG-0636.JPG",NA,1,1,"GA041271-10E39",121,NA,10,NA,6,16.2,445,120,NA,NA,NA,NA,764.8735,36.4044943820225,44.5,20
7,7,508,1,"HG18046","IMG-0637.JPG","DSC-0443.JPG",1,1,"AR07114-3-4",118,121,10,4,6,17,446,113,46,5.3,11.5,0.460869565217391,1175.011667,38.1165919282511,44.6,18.8333333333333
7,5,500,1,"HG18524","IMG-0638.JPG","DSC-0260.JPG",1,0,"FLLA10183C-3",116,119,10,4,6,20.4,430,101,110,5.05,27.5,0.183636363636364,1383.332833,47.4418604651163,43,16.8333333333333
7,3,492,1,"HG18266","IMG-0639.JPG","DSC-0192.JPG",1,1,"LA08234D-18",116,119,10,4,6,16.9,382,86,76,8.47,19,0.445789473684211,1174.322,44.2408376963351,38.2,14.3333333333333
6,14,456,1,"HG18174","IMG-0640.JPG","DSC-0823.JPG",1,1,"GA06493-13LE6",120,123,10,4,6,27.3,711,125,94,12.88,23.5,0.548085106382979,1768.805,38.3966244725738,71.1,20.8333333333333
6,14,454,1,"HG18270","IMG-0641.JPG","DSC-0171.JPG",1,1,"LA09048C-P7",116,119,10,4,6,22.2,536,105,118,11.73,29.5,0.397627118644068,1261.466333,41.4179104477612,53.6,17.5
7,4,494,1,"HG18496","IMG-0642.JPG","DSC-0432.JPG",1,1,"NC14-23372",118,121,10,4,6,14.6,393,113,34,1.92,8.5,0.225882352941176,1631.604833,37.1501272264631,39.3,18.8333333333333
7,19,554,1,"HG18146","IMG-0643.JPG",NA,1,1,"GA041229-13E55",120,NA,10,NA,6,14.4,426,116,NA,NA,NA,NA,1091.308,33.8028169014085,42.6,19.3333333333333
6,10,437,1,"HG18272","IMG-0644.JPG","DSC-0821.JPG",1,1,"LA09056C-P10",120,123,10,4,6,22.2,603,111,63,7.52,15.75,0.477460317460317,1114.650833,36.8159203980099,60.3,18.5
6,8,430,1,"HG18520","IMG-0645.JPG","DSC-0452.JPG",1,1,"FLLA10046C-3",117,121,10,4,6,9.3,332,109,38,3.78,9.5,0.397894736842105,1010.019167,28.0120481927711,33.2,18.1666666666667
7,19,553,1,"HG18479","IMG-0646.JPG","DSC-0801.JPG",0,1,"FLLA10204C-4",120,123,10,4,6,15.4,449,117,186,23.71,46.5,0.50989247311828,793.0221667,34.2984409799555,44.9,19.5
6,1,404,1,"Check","IMG-0647.JPG","DSC-0090.JPG",1,0,"Hilliard",116,119,10,4,6,16.4,468,100,70,8.43,17.5,0.481714285714286,931.5411667,35.042735042735,46.8,16.6666666666667
7,8,509,1,"HG18035","IMG-0648.JPG",NA,1,1,"AR06009-3-4",119,NA,11,NA,6,19,447,117,NA,NA,NA,NA,1232.046667,42.5055928411633,40.6363636363636,19.5
6,7,428,1,"HG18211","IMG-0649.JPG",NA,1,1,"LA01113D-44",119,NA,11,NA,6,17.6,499,108,NA,NA,NA,NA,944.0953333,35.2705410821643,45.3636363636364,18
6,17,468,1,"HG18462","IMG-0650.JPG","DSC-0145.JPG",1,1,"VA14FHB-28",116,119,10,4,6,23.8,510,103,99,11.28,24.75,0.455757575757576,1259.321667,46.6666666666667,51,17.1666666666667
7,7,506,1,"HG18144","IMG-0651.JPG","DSC-0263.JPG",1,1,"GA03564-12E6",117,119,10,4,6,20.7,448,101,53,6.24,13.25,0.470943396226415,970.6361667,46.2053571428571,44.8,16.8333333333333
7,15,538,1,"HG18015","IMG-0652.JPG","DSC-0458.JPG",1,1,"AR04001-3",117,121,11,4,6,13.3,386,95,67,7.16,16.75,0.427462686567164,827.2061667,34.4559585492228,35.0909090909091,15.8333333333333
6,5,419,1,"HG18372","IMG-0653.JPG",NA,1,1,"SCAR99180A1",119,NA,10,NA,6,12.3,360,121,NA,NA,NA,NA,928.1766667,34.1666666666667,36,20.1666666666667
6,5,417,1,"HG18252","IMG-0655.JPG","DSC-0779.JPG",1,1,"LA06149C-P7",122,123,11,4,6,16.7,573,123,102,11.12,25.5,0.436078431372549,1199.9705,29.1448516579407,52.0909090909091,20.5
6,10,439,1,"HG18264","IMG-0656.JPG","DSC-0822.JPG",1,1,"LA08218C-57",121,123,10,4,6,16.4,459,120,97,12.65,24.25,0.521649484536083,783.8273333,35.7298474945534,45.9,20
6,3,410,1,"HG18355","IMG-0657.JPG","DSC-0332.JPG",0,1,"NC13-21217",118,121,11,4,6,16,483,98,77,8.17,19.25,0.424415584415584,487.016,33.1262939958592,43.9090909090909,16.3333333333333
7,9,514,1,"HG18469","IMG-0658.JPG","DSC-0264.JPG",0,1,"ARS14W0519",118,119,10,4,6,13.2,416,100,104,14.21,26,0.546538461538462,626.2788333,31.7307692307692,41.6,16.6666666666667
6,4,415,1,"HG18586","IMG-0659.JPG","DSC-0334.JPG",1,1,"TX15D9527",118,121,10,4,6,10.9,390,98,38,2.99,9.5,0.314736842105263,790.9418333,27.9487179487179,39,16.3333333333333
7,13,531,1,"HG18594","IMG-0660.JPG",NA,1,1,"TX15D9647",121,NA,10,NA,6,18.3,456,110,NA,NA,NA,NA,1265.097,40.1315789473684,45.6,18.3333333333333
6,7,427,1,"HG18226","IMG-0661.JPG","DSC-0765.JPG",1,0,"LA03118E117",120,123,10,4,6,11.7,363,108,75,10.54,18.75,0.562133333333333,1030.568,32.2314049586777,36.3,18
6,9,433,1,"HG18017","IMG-0662.JPG","DSC-0327.JPG",0,1,"AR04006-1",118,121,12,4,6,18.8,482,114,86,11.26,21.5,0.523720930232558,786.2991667,39.0041493775934,40.1666666666667,19
7,16,544,1,"HG18418","IMG-0663.JPG","DSC-0814.JPG",1,1,"TX14D8160",120,123,9,4,6,12.2,401,90,102,12.64,25.5,0.495686274509804,579.6563333,30.4239401496259,44.5555555555556,15
6,5,420,1,"HG18411","IMG-0664.JPG",NA,1,0,"TX13D5237",119,NA,10,NA,6,12.1,431,94,NA,NA,NA,NA,774.392,28.0742459396752,43.1,15.6666666666667
6,13,450,1,"HG18047","IMG-0665.JPG","DSC-0316.JPG",1,1,"AR07119-9-1",118,121,10,4,6,18.7,437,103,64,8.24,16,0.515,1403.535,42.79176201373,43.7,17.1666666666667
6,13,451,1,"HG18044","IMG-0666.JPG",NA,1,1,"AR06066-5-4",119,NA,10,NA,6,19.6,496,116,NA,NA,NA,NA,1097.373,39.5161290322581,49.6,19.3333333333333
6,12,445,1,"HG18315","IMG-0667.JPG","DSC-0325.JPG",0,1,"NC09-21916",117,121,10,4,6,17,501,112,81,13.08,20.25,0.645925925925926,584.944,33.9321357285429,50.1,18.6666666666667
6,14,453,1,"HG18197","IMG-0668.JPG","DSC-0851.JPG",1,1,"LA01029D-139-3-C",120,123,10,4,6,17.2,415,104,64,9.44,16,0.59,1093.574,41.4457831325301,41.5,17.3333333333333
7,9,515,1,"HG18402","IMG-0669.JPG",NA,1,1,"TX13D5026",119,NA,10,NA,6,14.8,368,98,NA,NA,NA,NA,780.8773333,40.2173913043478,36.8,16.3333333333333
7,8,512,1,"HG18513","IMG-0670.JPG",NA,1,1,"ARLW08061D-14-2",118,NA,10,NA,6,16,413,110,NA,NA,NA,NA,1058.686833,38.7409200968523,41.3,18.3333333333333
7,15,540,1,"HG18582","IMG-0671.JPG","DSC-0187.JPG",1,1,"TX15D9324",116,119,10,4,6,13.1,346,111,76,10.14,19,0.533684210526316,1060.945,37.8612716763006,34.6,18.5
6,12,446,1,"HG18486","IMG-0672.JPG","DSC-0312.JPG",1,1,"GA08261-15E7",118,121,10,4,6,16,361,107,46,5.06,11.5,0.44,937.6141667,44.3213296398892,36.1,17.8333333333333
7,16,542,1,"HG18460","IMG-0673.JPG","DSC-0209.JPG",0,1,"VA12W-54",116,119,9,4,6,10.4,335,109,94,11.86,23.5,0.50468085106383,526.2056667,31.044776119403,37.2222222222222,18.1666666666667
7,20,557,1,"HG18235","IMG-0674.JPG","DSC-0456.JPG",1,1,"LA04089D-P10",118,121,10,4,6,20,493,121,21,2.51,5.25,0.478095238095238,983.822,40.5679513184584,49.3,20.1666666666667
6,6,421,1,"HG18313","IMG-0675.JPG","DSC-0331.JPG",0,1,"NC09-20765",118,121,10,4,6,16.6,510,123,62,5.83,15.5,0.376129032258065,821.4845,32.5490196078431,51,20.5
7,14,535,1,"HG18183","IMG-0676.JPG","DSC-0448.JPG",1,1,"GA07270-12E15",117,121,10,4,5,13.2,364,82,20,2.2,5,0.44,774.3703333,36.2637362637363,36.4,16.4
7,14,533,1,"HG18544","IMG-0677.JPG",NA,1,1,"GA09241-16E24",118,NA,10,NA,6,18.5,496,112,NA,NA,NA,NA,1274.102167,37.2983870967742,49.6,18.6666666666667
6,9,435,1,"HG18360","IMG-0678.JPG","DSC-0330.JPG",0,1,"NC8170-4-3",118,121,10,4,6,15.4,499,122,89,11.7,22.25,0.525842696629213,669.5361667,30.8617234468938,49.9,20.3333333333333
7,8,511,1,"HG18568","IMG-0679.JPG",NA,0,1,"NC14-20341",119,NA,10,NA,6,17.7,456,112,NA,NA,NA,NA,784.0193333,38.8157894736842,45.6,18.6666666666667
6,18,471,1,"HG18525","IMG-0680.JPG","DSC-0315.JPG",0,0,"FLLA10196C-7",118,121,10,4,6,22.7,577,110,66,4.19,16.5,0.253939393939394,978.9841667,39.3414211438475,57.7,18.3333333333333
6,5,418,1,"HG18369","IMG-0681.JPG",NA,0,1,"SCAR99103N1",119,NA,10,NA,6,14.4,373,94,NA,NA,NA,NA,539.4836667,38.6058981233244,37.3,15.6666666666667
7,6,504,1,"HG18217","IMG-0682.JPG",NA,1,1,"LA01145D-123-5-C",119,NA,10,NA,6,16.9,428,111,NA,NA,NA,NA,1347.8995,39.4859813084112,42.8,18.5
7,10,517,1,"HG18221","IMG-0683.JPG",NA,1,1,"LA02007E227",119,NA,11,NA,6,19.7,543,120,NA,NA,NA,NA,735.306,36.279926335175,49.3636363636364,20
6,18,472,1,"HG18280","IMG-0684.JPG","DSC-0319.JPG",1,1,"LA9050C-P4",116,121,10,4,6,22.4,557,112,44,4.3,11,0.390909090909091,1323.610833,40.2154398563734,55.7,18.6666666666667
6,7,425,1,"HG18405","IMG-0685.JPG",NA,1,1,"TX13D5157",121,NA,10,NA,6,22.2,542,130,NA,NA,NA,NA,1136.335833,40.9594095940959,54.2,21.6666666666667
7,15,539,1,"HG18225","IMG-0686.JPG","DSC-0191.JPG",1,1,"LA03012E-27",117,119,10,4,6,11.4,256,91,65,9.63,16.25,0.592615384615385,970.644,44.53125,25.6,15.1666666666667
7,14,536,1,"HG18104","IMG-0687.JPG","DSC-0185.JPG",1,0,"FLLA09189C-41",116,119,10,4,6,15.4,428,102,111,11.31,27.75,0.407567567567568,1377.466667,35.981308411215,42.8,17
6,8,429,1,"HG18440","IMG-0688.JPG","DSC-0816.JPG",0,1,"VA09MAS7-61-2-1",120,123,10,4,6,18.6,615,107,172,19,43,0.441860465116279,626.3288333,30.2439024390244,61.5,17.8333333333333
